order_id,branch,region,order_date,dispatch_date,delivery_date,delivery_status,order_value,shipping_cost,items_count
NOR-1063,North_B,North,2025-10-09,2025-10-11,2025-10-13,Delivered,660.99,28.44,4
NOR-1064,North_B,North,2025-10-03,2025-10-04,2025-10-05,Delivered,447.94,11.11,1
NOR-1065,North_B,North,2025-10-15,2025-10-19,2025-10-27,Delivered,3008.94,62.01,2
NOR-1066,North_B,North,2025-10-01,2025-10-03,2025-10-05,Delivered,2696.96,188.09,2
NOR-1067,North_B,North,2025-10-01,2025-10-01,2025-10-01,Delivered,2928.28,66.25,5
NOR-1068,North_B,North,2025-10-09,2025-10-10,2025-10-11,Delivered,430.18,18.6,3
NOR-1069,North_B,North,2025-10-03,2025-10-03,2025-10-06,Delivered,3966.03,185.55,2
NOR-1070,North_B,North,2025-10-03,2025-10-09,2025-10-15,Delivered,584.48,42.89,2
NOR-1071,North_B,North,2025-10-03,2025-10-04,2025-10-06,Delivered,2607.24,78.05,4
NOR-1072,North_B,North,2025-10-01,2025-10-03,2025-10-05,Delivered,132.88,5.73,3
NOR-1073,North_B,North,2025-10-03,2025-10-07,2025-10-11,Delivered,1886.51,62.39,4
NOR-1074,North_B,North,2025-10-05,2025-10-07,2025-10-11,Delivered,586.58,19.08,3
NOR-1075,North_B,North,2025-10-03,2025-10-04,2025-10-10,Delivered,4510.41,121.64,2
NOR-1076,North_B,North,2025-10-03,2025-10-03,2025-10-03,In Transit,2772.37,70.12,3
NOR-1077,North_B,North,2025-10-17,2025-10-17,2025-10-17,Delivered,2752.9,80.52,1
NOR-1078,North_B,North,2025-10-04,2025-10-04,2025-10-04,Delivered,1845.31,128.45,5
NOR-1079,North_B,North,2025-10-02,2025-10-03,2025-10-05,Delivered,4835.45,258.52,3
NOR-1080,North_B,North,2025-10-01,2025-10-03,2025-10-06,Delivered,3933.7,252.05,2
NOR-1081,North_B,North,2025-10-05,2025-10-10,2025-10-19,Delivered,2036.17,45.54,1
NOR-1082,North_B,North,2025-10-07,2025-10-12,2025-10-22,Delivered,2346.49,52.28,3
NOR-1083,North_B,North,2025-10-04,2025-10-06,2025-10-09,Delivered,268.86,21.02,3
NOR-1084,North_B,North,2025-10-04,2025-10-05,2025-10-08,Delivered,2984.78,126.91,3
NOR-1085,North_B,North,2025-10-02,2025-10-02,2025-10-06,Delivered,2512.39,137.27,3
NOR-1086,North_B,North,2025-10-12,2025-10-12,2025-10-12,Delivered,2997.89,205.04,3
NOR-1087,North_B,North,2025-10-02,2025-10-06,2025-10-11,Delivered,406.04,29.64,3
NOR-1088,North_B,North,2025-10-01,2025-10-04,2025-10-10,Returned,249.69,18.06,2
NOR-1089,North_B,North,2025-10-01,2025-10-01,2025-10-01,Delivered,1465.92,47.85,1
NOR-1090,North_B,North,2025-10-08,2025-10-12,2025-10-16,Delivered,127.76,9.74,4
NOR-1091,North_B,North,2025-10-06,2025-10-09,2025-10-14,Delivered,534.16,26.31,4
NOR-1092,North_B,North,2025-10-03,2025-10-04,2025-10-05,Delivered,4060.35,312.08,2
NOR-1093,North_B,North,2025-10-01,2025-10-01,2025-10-03,Delivered,1286.93,62.67,2
NOR-1094,North_B,North,2025-10-01,2025-10-01,2025-10-01,Delivered,1476.92,100.74,3
NOR-1095,North_B,North,2025-10-01,2025-10-05,2025-10-11,Delivered,1174.44,25.86,3
NOR-1096,North_B,North,2025-10-03,2025-10-03,2025-10-05,Delivered,2565.11,120.46,2
NOR-1097,North_B,North,2025-10-09,2025-10-15,2025-10-24,Delivered,2369.55,80.75,5
NOR-1098,North_B,North,2025-10-09,2025-10-13,2025-10-24,Delivered,3899.2,141.48,2
NOR-1099,North_B,North,2025-10-01,2025-10-01,2025-10-03,Delivered,1656.18,33.14,2
NOR-1100,North_B,North,2025-10-08,2025-10-11,2025-10-19,Delivered,2958.01,142.04,5
NOR-1101,North_B,North,2025-10-15,2025-10-16,2025-10-19,Delivered,4346.09,236.03,2
NOR-1102,North_B,North,2025-10-12,2025-10-15,2025-10-19,Delivered,4823.98,122.32,2
NOR-1103,North_B,North,2025-10-01,2025-10-04,2025-10-09,Delivered,3411.65,96.71,5
NOR-1104,North_B,North,2025-10-07,2025-10-09,2025-10-13,Delivered,4758.79,295.77,1
NOR-1105,North_B,North,2025-10-01,2025-10-04,2025-10-11,Delivered,1864.25,144.31,4
NOR-1106,North_B,North,2025-10-11,2025-10-11,2025-10-12,Delivered,3876.83,78.21,1
NOR-1107,North_B,North,2025-10-02,2025-10-02,2025-10-06,Delivered,1918.69,138.5,1
NOR-1108,North_B,North,2025-10-08,2025-10-11,2025-10-15,Delivered,3711.77,291.28,4
NOR-1109,North_B,North,2025-10-03,2025-10-03,2025-10-06,Delivered,1508.31,63.45,1
NOR-1110,North_B,North,2025-10-09,2025-10-11,2025-10-17,Delivered,3471.42,119.81,2
NOR-1111,North_B,North,2025-10-01,2025-10-02,2025-10-03,Delivered,2081.02,107.91,4
NOR-1112,North_B,North,2025-10-01,2025-10-04,2025-10-08,Delivered,3419.96,132.39,4
NOR-1113,North_B,North,2025-10-02,2025-10-03,2025-10-05,Delivered,2919.24,71.76,1
NOR-1114,North_B,North,2025-10-01,2025-10-04,2025-10-07,Delivered,1805.67,76.39,3
NOR-1115,North_B,North,2025-10-06,2025-10-10,2025-10-16,Delivered,2780.12,194.01,1
NOR-1116,North_B,North,2025-10-02,2025-10-03,2025-10-05,Delivered,3579.66,272.92,2
NOR-1117,North_B,North,2025-10-04,2025-10-05,2025-10-11,Delivered,4793.17,366.98,5
NOR-1118,North_B,North,2025-10-04,2025-10-08,2025-10-16,Delivered,3906.95,126.19,2
NOR-1119,North_B,North,2025-10-02,2025-10-04,2025-10-06,Delivered,2933.66,84.54,5
NOR-1120,North_B,North,2025-10-04,2025-10-08,2025-10-15,Returned,1752.97,111.31,1
NOR-1121,North_B,North,2025-10-12,2025-10-13,2025-10-16,Delivered,138.42,8.01,3
NOR-1122,North_B,North,2025-10-01,2025-10-01,2025-10-01,Delivered,1835.91,141.26,5
NOR-1123,North_B,North,2025-10-05,2025-10-05,2025-10-07,Delivered,2848.28,204.61,4
NOR-1124,North_B,North,2025-10-12,2025-10-12,2025-10-14,In Transit,2683.44,116.76,4
NOR-1125,North_B,North,2025-10-17,2025-10-19,2025-10-23,Delivered,2241.28,124.65,2
NOR-1126,North_B,North,2025-10-20,2025-10-23,2025-10-26,Returned,4724.14,366.63,5
NOR-1127,North_B,North,2025-10-16,2025-10-17,2025-10-20,Delivered,3888.14,150.08,1
NOR-1128,North_B,North,2025-10-04,2025-10-07,2025-10-12,Delivered,4193.5,281.24,4
NOR-1129,North_B,North,2025-10-14,2025-10-17,2025-10-20,Delivered,1676.18,118.81,3
NOR-1130,North_B,North,2025-10-02,2025-10-02,2025-10-02,Delivered,102.17,7.57,3
NOR-1131,North_B,North,2025-10-16,2025-10-24,2025-11-01,Delivered,3213.67,81.77,3
NOR-1132,North_B,North,2025-10-01,2025-10-01,2025-10-02,Delivered,4962.97,214.3,5
NOR-1133,North_B,North,2025-10-03,2025-10-03,2025-10-06,Delivered,4599.37,120.08,2
NOR-1134,North_B,North,2025-10-10,2025-10-10,2025-10-13,In Transit,826.07,50.2,1
NOR-1135,North_B,North,2025-10-16,2025-10-16,2025-10-21,Delivered,2631.82,172.45,3
NOR-1136,North_B,North,2025-10-01,2025-10-04,2025-10-08,Delivered,2064.61,135.82,2
NOR-1137,North_B,North,2025-10-11,2025-10-11,2025-10-13,Delivered,1548.9,86.16,4
NOR-1138,North_B,North,2025-10-06,2025-10-06,2025-10-06,Delivered,2354.01,60.51,3
NOR-1139,North_B,North,2025-10-10,2025-10-14,2025-10-18,Delivered,3307.79,96.24,1
NOR-1140,North_B,North,2025-10-04,2025-10-05,2025-10-09,Delivered,2706.91,150.03,4
NOR-1141,North_B,North,2025-10-04,2025-10-04,2025-10-04,Delivered,1229.04,24.69,4
NOR-1142,North_B,North,2025-10-18,2025-10-21,2025-10-24,Delivered,4257.28,193.1,2
NOR-1143,North_B,North,2025-10-12,2025-10-12,2025-10-15,Delivered,714.25,28.73,4
NOR-1144,North_B,North,2025-10-21,2025-10-21,2025-10-25,Delivered,3338.97,82.5,2
NOR-1145,North_B,North,2025-10-07,2025-10-09,2025-10-11,Delivered,4765.89,107.45,1
NOR-1146,North_B,North,2025-10-03,2025-10-05,2025-10-09,Delivered,2844.45,190.13,1
NOR-1147,North_B,North,2025-10-01,2025-10-02,2025-10-05,Delivered,982.96,25.45,1
NOR-1148,North_B,North,2025-10-01,2025-10-02,2025-10-04,Delivered,796.64,26.13,4
NOR-1149,North_B,North,2025-10-20,2025-10-22,2025-10-27,Delivered,2854.16,219.27,1
NOR-1150,North_B,North,2025-10-02,2025-10-06,2025-10-10,Delivered,4542.2,95.22,3
NOR-1151,North_B,North,2025-10-10,2025-10-11,2025-10-14,Delivered,3553.87,245.32,1
NOR-1152,North_B,North,2025-10-04,2025-10-04,2025-10-08,Delivered,2463.1,66.77,3
NOR-1153,North_B,North,2025-10-16,2025-10-18,2025-10-21,Delivered,3418.05,196.54,2
NOR-1154,North_B,North,2025-10-11,2025-10-15,2025-10-22,Delivered,3161.88,171.71,3
NOR-1155,North_B,North,2025-10-05,2025-10-05,2025-10-06,Delivered,197.0,8.56,5
NOR-1156,North_B,North,2025-10-03,2025-10-03,2025-10-07,Delivered,2082.18,50.18,3
NOR-1157,North_B,North,2025-10-03,2025-10-04,2025-10-05,Delivered,453.34,14.65,4
NOR-1158,North_B,North,2025-10-21,2025-10-24,2025-10-30,Delivered,3926.88,263.56,5
NOR-1159,North_B,North,2025-10-01,2025-10-01,2025-10-01,Delivered,4903.81,117.94,5
NOR-1160,North_B,North,2025-10-19,2025-10-21,2025-10-23,In Transit,2821.93,88.58,4
NOR-1161,North_B,North,2025-10-03,2025-10-03,2025-10-03,Delivered,1106.13,54.18,2
NOR-1162,North_B,North,2025-10-02,2025-10-04,2025-10-08,Delivered,477.2,11.71,4
NOR-1163,North_B,North,2025-10-02,2025-10-04,2025-10-06,Delivered,3277.67,118.14,2
NOR-1164,North_B,North,2025-10-07,2025-10-11,2025-10-15,Delivered,3393.07,186.66,3
NOR-1165,North_B,North,2025-10-02,2025-10-06,2025-10-12,Returned,618.94,18.13,3
NOR-1166,North_B,North,2025-10-07,2025-10-08,2025-10-11,Delivered,3535.58,214.99,4
NOR-1167,North_B,North,2025-10-05,2025-10-08,2025-10-12,Delivered,4704.29,156.32,1
NOR-1168,North_B,North,2025-10-10,2025-10-13,2025-10-16,In Transit,599.28,12.28,2
NOR-1169,North_B,North,2025-10-01,2025-10-03,2025-10-07,Delivered,1367.69,63.0,1
NOR-1170,North_B,North,2025-10-03,2025-10-08,2025-10-16,Delivered,1099.72,65.15,5
NOR-1171,North_B,North,2025-10-11,2025-10-11,2025-10-11,Delivered,1313.04,31.19,5
NOR-1172,North_B,North,2025-10-03,2025-10-05,2025-10-07,Delivered,1923.78,76.92,2
NOR-1173,North_B,North,2025-10-09,2025-10-09,2025-10-11,Delivered,3740.12,240.4,3
NOR-1174,North_B,North,2025-10-08,2025-10-08,2025-10-09,Delivered,1734.67,124.74,1
NOR-1175,North_B,North,2025-10-12,2025-10-16,2025-10-23,Delivered,3188.21,111.28,4
NOR-1176,North_B,North,2025-10-09,2025-10-17,2025-10-26,Delivered,3941.54,178.01,3
NOR-1177,North_B,North,2025-10-05,2025-10-07,2025-10-09,Delivered,2400.68,52.09,4
NOR-1178,North_B,North,2025-10-01,2025-10-02,2025-10-07,Delivered,1375.16,40.66,5
NOR-1179,North_B,North,2025-10-01,2025-10-04,2025-10-07,Delivered,4089.22,249.88,3
NOR-1180,North_B,North,2025-10-09,2025-10-14,2025-10-19,Delivered,3738.4,91.96,1
NOR-1181,North_B,North,2025-10-09,2025-10-12,2025-10-15,Delivered,3197.86,135.63,2
NOR-1182,North_B,North,2025-10-15,2025-10-19,2025-10-23,Delivered,1049.93,75.1,2
NOR-1183,North_B,North,2025-10-11,2025-10-11,2025-10-11,Delivered,164.93,6.23,5
NOR-1184,North_B,North,2025-10-03,2025-10-03,2025-10-07,Delivered,2205.08,142.09,5
NOR-1185,North_B,North,2025-10-07,2025-10-09,2025-10-16,Delivered,509.42,10.77,3
NOR-1186,North_B,North,2025-10-07,2025-10-11,2025-10-20,Delivered,1138.28,44.01,3
NOR-1187,North_B,North,2025-10-03,2025-10-05,2025-10-12,In Transit,2132.21,139.09,1
NOR-1188,North_B,North,2025-10-04,2025-10-08,2025-10-16,Delivered,2550.55,114.05,1
NOR-1189,North_B,North,2025-10-05,2025-10-05,2025-10-07,Delivered,674.3,27.13,2
NOR-1190,North_B,North,2025-10-04,2025-10-06,2025-10-09,Delivered,3887.63,299.68,1
NOR-1191,North_B,North,2025-10-01,2025-10-08,2025-10-15,Delivered,3474.29,122.28,1
NOR-1192,North_B,North,2025-10-07,2025-10-11,2025-10-18,Delivered,4383.44,141.17,4
NOR-1193,North_B,North,2025-10-03,2025-10-04,2025-10-09,Delivered,4289.37,312.92,3
NOR-1194,North_B,North,2025-10-01,2025-10-06,2025-10-11,Delivered,1476.32,47.95,4
NOR-1195,North_B,North,2025-10-02,2025-10-05,2025-10-10,Delivered,4910.37,230.93,5
NOR-1196,North_B,North,2025-10-09,2025-10-09,2025-10-12,Delivered,1817.55,76.98,3
NOR-1197,North_B,North,2025-10-07,2025-10-07,2025-10-07,Delivered,1814.73,137.48,3
NOR-1198,North_B,North,2025-10-09,2025-10-10,2025-10-15,Delivered,567.32,14.88,1
NOR-1199,North_B,North,2025-10-05,2025-10-09,2025-10-13,Delivered,1815.99,110.14,4
NOR-1200,North_B,North,2025-10-01,2025-10-05,2025-10-14,Delivered,932.42,29.56,4
NOR-1201,North_B,North,2025-10-03,2025-10-04,2025-10-05,Delivered,2222.5,147.7,2
NOR-1202,North_B,North,2025-10-05,2025-10-05,2025-10-07,Delivered,3610.35,130.9,3
NOR-1203,North_B,North,2025-10-02,2025-10-06,2025-10-12,Delivered,3649.29,236.27,1
NOR-1204,North_B,North,2025-10-05,2025-10-06,2025-10-07,Delivered,4796.64,220.0,1
NOR-1205,North_B,North,2025-10-02,2025-10-04,2025-10-09,Delivered,1420.61,44.69,2
NOR-1206,North_B,North,2025-10-02,2025-10-06,2025-10-12,Delivered,3906.27,270.7,4
NOR-1207,North_B,North,2025-10-08,2025-10-08,2025-10-10,Delivered,2373.55,85.07,5
NOR-1208,North_B,North,2025-10-11,2025-10-13,2025-10-15,Delivered,3367.55,132.62,3
NOR-1209,North_B,North,2025-10-04,2025-10-05,2025-10-11,Delivered,562.2,36.48,1
NOR-1210,North_B,North,2025-10-05,2025-10-08,2025-10-14,Delivered,4988.38,172.05,5
NOR-1211,North_B,North,2025-10-02,2025-10-03,2025-10-08,Delivered,493.09,19.1,2
NOR-1212,North_B,North,2025-10-07,2025-10-07,2025-10-08,Delivered,126.2,9.63,5
NOR-1213,North_B,North,2025-10-10,2025-10-15,2025-10-25,In Transit,3807.98,177.21,2
NOR-1214,North_B,North,2025-10-01,2025-10-06,2025-10-16,Delivered,1957.73,82.79,4
NOR-1215,North_B,North,2025-10-04,2025-10-07,2025-10-13,Delivered,361.41,17.09,2
NOR-1216,North_B,North,2025-10-03,2025-10-05,2025-10-10,Delivered,3256.86,255.52,2
NOR-1217,North_B,North,2025-10-05,2025-10-08,2025-10-14,Delivered,1100.42,24.8,2
NOR-1218,North_B,North,2025-10-06,2025-10-07,2025-10-10,Delivered,3917.6,221.67,3
NOR-1219,North_B,North,2025-10-04,2025-10-09,2025-10-15,Returned,3231.26,249.49,5
NOR-1220,North_B,North,2025-10-01,2025-10-01,2025-10-04,Returned,2957.63,164.36,3
NOR-1221,North_B,North,2025-10-01,2025-10-02,2025-10-04,Delivered,3073.55,223.93,3
NOR-1222,North_B,North,2025-10-02,2025-10-05,2025-10-08,Delivered,4032.94,321.97,4
NOR-1223,North_B,North,2025-10-02,2025-10-05,2025-10-13,Delivered,4709.79,313.46,4
NOR-1224,North_B,North,2025-10-03,2025-10-03,2025-10-03,Delivered,4470.28,171.49,3
NOR-1225,North_B,North,2025-10-08,2025-10-08,2025-10-09,Delivered,370.59,28.37,4
NOR-1226,North_B,North,2025-10-03,2025-10-05,2025-10-09,Delivered,660.71,13.56,3
NOR-1227,North_B,North,2025-10-02,2025-10-02,2025-10-02,Delivered,1356.67,56.06,5
NOR-1228,North_B,North,2025-10-02,2025-10-04,2025-10-08,Delivered,4934.97,179.05,2
NOR-1229,North_B,North,2025-10-09,2025-10-12,2025-10-20,Delivered,2444.63,163.38,3
NOR-1230,North_B,North,2025-10-01,2025-10-03,2025-10-06,Delivered,4922.75,215.33,2
NOR-1231,North_B,North,2025-10-02,2025-10-02,2025-10-02,Delivered,2781.46,221.14,1
NOR-1232,North_B,North,2025-10-10,2025-10-12,2025-10-14,Delivered,4948.31,363.06,4
NOR-1233,North_B,North,2025-10-01,2025-10-01,2025-10-06,Delivered,2841.94,173.99,4
NOR-1234,North_B,North,2025-10-03,2025-10-04,2025-10-09,Delivered,2324.55,152.83,5
NOR-1235,North_B,North,2025-10-12,2025-10-14,2025-10-20,Delivered,2613.2,188.61,4
NOR-1236,North_B,North,2025-10-18,2025-10-20,2025-10-24,Delivered,745.1,53.11,5
NOR-1237,North_B,North,2025-10-02,2025-10-02,2025-10-02,Delivered,1499.97,113.44,1
NOR-1238,North_B,North,2025-10-08,2025-10-09,2025-10-13,Delivered,2908.79,117.1,4
NOR-1239,North_B,North,2025-10-06,2025-10-06,2025-10-06,Delivered,1323.38,47.37,5
NOR-1240,North_B,North,2025-10-05,2025-10-05,2025-10-07,Delivered,1237.07,44.44,1
NOR-1241,North_B,North,2025-10-03,2025-10-04,2025-10-05,Returned,296.29,11.11,3
NOR-1242,North_B,North,2025-10-02,2025-10-03,2025-10-07,Delivered,3826.82,112.01,2
NOR-1243,North_B,North,2025-10-08,2025-10-13,2025-10-20,Returned,1941.44,121.32,2
NOR-1244,North_B,North,2025-10-01,2025-10-03,2025-10-05,Delivered,4561.97,230.8,5
NOR-1245,North_B,North,2025-10-01,2025-10-03,2025-10-05,Delivered,4211.98,124.85,3
NOR-1246,North_B,North,2025-10-08,2025-10-08,2025-10-08,Delivered,3889.57,291.32,3
NOR-1247,North_B,North,2025-10-01,2025-10-05,2025-10-10,Delivered,3778.77,104.03,1
NOR-1248,North_B,North,2025-10-02,2025-10-06,2025-10-12,Delivered,4644.04,194.83,5
NOR-1249,North_B,North,2025-10-07,2025-10-07,2025-10-08,Delivered,2151.05,80.77,5
