order_id,branch,region,order_date,dispatch_date,delivery_date,delivery_status,order_value,shipping_cost,items_count
SOU-1146,South_A,South,2025-10-01,2025-10-03,2025-10-07,Delivered,683.79,34.7,2
SOU-1147,South_A,South,2025-10-01,2025-10-04,2025-10-11,Delivered,3771.96,283.16,2
SOU-1148,South_A,South,2025-10-01,2025-10-05,2025-10-10,Delivered,2276.5,137.81,2
SOU-1149,South_A,South,2025-10-11,2025-10-14,2025-10-21,Delivered,2721.34,60.58,2
SOU-1150,South_A,South,2025-10-22,2025-10-22,2025-10-25,Delivered,4961.46,354.51,3
SOU-1151,South_A,South,2025-10-02,2025-10-06,2025-10-12,Delivered,4774.81,130.41,4
SOU-1152,South_A,South,2025-10-09,2025-10-09,2025-10-09,Delivered,1016.91,54.23,4
SOU-1153,South_A,South,2025-10-03,2025-10-06,2025-10-10,Returned,2515.49,100.14,2
SOU-1154,South_A,South,2025-10-10,2025-10-14,2025-10-18,In Transit,1641.68,99.22,3
SOU-1155,South_A,South,2025-10-06,2025-10-08,2025-10-14,Delivered,4781.7,166.49,5
SOU-1156,South_A,South,2025-10-01,2025-10-01,2025-10-01,Delivered,666.24,46.76,3
SOU-1157,South_A,South,2025-10-01,2025-10-03,2025-10-11,Delivered,4767.33,311.17,3
SOU-1158,South_A,South,2025-10-07,2025-10-08,2025-10-09,Delivered,3308.15,147.78,1
SOU-1159,South_A,South,2025-10-01,2025-10-01,2025-10-03,Delivered,2126.23,47.6,2
SOU-1160,South_A,South,2025-10-02,2025-10-05,2025-10-12,Delivered,667.53,41.63,2
SOU-1161,South_A,South,2025-10-08,2025-10-12,2025-10-16,Delivered,3175.58,100.1,2
SOU-1162,South_A,South,2025-10-03,2025-10-08,2025-10-15,Delivered,3513.15,265.05,1
SOU-1163,South_A,South,2025-10-03,2025-10-07,2025-10-11,Delivered,827.68,46.17,4
SOU-1164,South_A,South,2025-10-05,2025-10-06,2025-10-07,In Transit,3323.05,178.99,4
SOU-1165,South_A,South,2025-10-05,2025-10-05,2025-10-09,Delivered,1100.03,52.96,2
SOU-1166,South_A,South,2025-10-04,2025-10-06,2025-10-08,Delivered,1076.79,48.18,2
SOU-1167,South_A,South,2025-10-02,2025-10-04,2025-10-06,Delivered,1995.36,49.55,1
SOU-1168,South_A,South,2025-10-01,2025-10-01,2025-10-02,Delivered,4637.69,137.75,2
SOU-1169,South_A,South,2025-10-07,2025-10-11,2025-10-17,Delivered,2719.34,86.28,4
SOU-1170,South_A,South,2025-10-13,2025-10-13,2025-10-13,Delivered,1760.24,135.76,4
SOU-1171,South_A,South,2025-10-05,2025-10-05,2025-10-07,Delivered,2546.07,84.01,3
SOU-1172,South_A,South,2025-10-01,2025-10-06,2025-10-12,Delivered,3158.78,220.37,3
SOU-1173,South_A,South,2025-10-03,2025-10-05,2025-10-10,Delivered,4077.85,165.2,3
SOU-1174,South_A,South,2025-10-08,2025-10-10,2025-10-16,Delivered,2768.52,62.19,1
SOU-1175,South_A,South,2025-10-01,2025-10-06,2025-10-11,Delivered,3769.92,156.15,4
SOU-1176,South_A,South,2025-10-02,2025-10-04,2025-10-11,Delivered,1530.36,99.35,5
SOU-1177,South_A,South,2025-10-03,2025-10-05,2025-10-07,Delivered,3104.44,212.15,1
SOU-1178,South_A,South,2025-10-12,2025-10-17,2025-10-24,Delivered,2288.96,62.73,4
SOU-1179,South_A,South,2025-10-03,2025-10-03,2025-10-03,Delivered,778.0,50.02,4
SOU-1180,South_A,South,2025-10-07,2025-10-12,2025-10-20,Delivered,4879.51,265.51,2
SOU-1181,South_A,South,2025-10-14,2025-10-14,2025-10-23,Delivered,629.96,44.43,5
SOU-1182,South_A,South,2025-10-03,2025-10-07,2025-10-12,Delivered,4361.28,110.29,3
SOU-1183,South_A,South,2025-10-06,2025-10-09,2025-10-12,Delivered,3966.21,107.67,3
SOU-1184,South_A,South,2025-10-02,2025-10-05,2025-10-08,Delivered,3367.94,155.34,2
SOU-1185,South_A,South,2025-10-14,2025-10-14,2025-10-16,Delivered,3657.82,99.78,3
SOU-1186,South_A,South,2025-10-04,2025-10-08,2025-10-16,Delivered,2955.16,81.11,4
SOU-1187,South_A,South,2025-10-08,2025-10-08,2025-10-10,Delivered,3154.56,177.12,1
SOU-1188,South_A,South,2025-10-03,2025-10-03,2025-10-04,Delivered,4084.42,144.79,4
SOU-1189,South_A,South,2025-10-01,2025-10-06,2025-10-11,Delivered,1456.1,77.89,2
SOU-1190,South_A,South,2025-10-01,2025-10-02,2025-10-06,Delivered,3651.01,256.25,5
SOU-1191,South_A,South,2025-10-04,2025-10-07,2025-10-11,Delivered,2808.79,181.0,3
SOU-1192,South_A,South,2025-10-01,2025-10-03,2025-10-07,Delivered,1259.39,61.72,3
SOU-1193,South_A,South,2025-10-08,2025-10-09,2025-10-15,Delivered,659.76,23.3,1
SOU-1194,South_A,South,2025-10-08,2025-10-10,2025-10-12,Delivered,278.66,6.46,5
SOU-1195,South_A,South,2025-10-07,2025-10-10,2025-10-15,Delivered,592.76,25.84,4
SOU-1196,South_A,South,2025-10-03,2025-10-08,2025-10-18,Delivered,1646.11,43.45,4
SOU-1197,South_A,South,2025-10-02,2025-10-04,2025-10-10,Delivered,1494.54,76.27,2
SOU-1198,South_A,South,2025-10-05,2025-10-05,2025-10-05,Delivered,1481.4,57.9,2
SOU-1199,South_A,South,2025-10-01,2025-10-04,2025-10-08,Delivered,2777.39,97.17,5
SOU-1200,South_A,South,2025-10-02,2025-10-02,2025-10-04,Delivered,4540.54,293.35,2
SOU-1201,South_A,South,2025-10-03,2025-10-03,2025-10-05,Delivered,4669.58,254.68,4
SOU-1202,South_A,South,2025-10-09,2025-10-11,2025-10-13,Delivered,3624.25,131.54,2
SOU-1203,South_A,South,2025-10-10,2025-10-16,2025-10-23,Delivered,1560.23,89.76,4
SOU-1204,South_A,South,2025-10-08,2025-10-08,2025-10-09,Delivered,297.64,11.78,5
SOU-1205,South_A,South,2025-10-01,2025-10-02,2025-10-04,Delivered,2184.98,117.82,5
SOU-1206,South_A,South,2025-10-02,2025-10-02,2025-10-04,Delivered,3143.81,85.65,2
SOU-1207,South_A,South,2025-10-14,2025-10-14,2025-10-18,Returned,1450.28,57.91,1
SOU-1208,South_A,South,2025-10-08,2025-10-11,2025-10-17,Delivered,1997.39,73.84,4
SOU-1209,South_A,South,2025-10-16,2025-10-16,2025-10-16,Delivered,3181.48,185.87,5
SOU-1210,South_A,South,2025-10-01,2025-10-05,2025-10-09,Delivered,3080.24,143.77,4
SOU-1211,South_A,South,2025-10-02,2025-10-03,2025-10-05,Delivered,923.3,38.12,3
SOU-1212,South_A,South,2025-10-01,2025-10-04,2025-10-09,Delivered,3029.26,181.41,4
SOU-1213,South_A,South,2025-10-07,2025-10-09,2025-10-11,Delivered,3489.43,208.25,3
SOU-1214,South_A,South,2025-10-04,2025-10-05,2025-10-10,Delivered,2727.16,171.92,3
SOU-1215,South_A,South,2025-10-04,2025-10-04,2025-10-04,In Transit,3516.11,87.88,1
SOU-1216,South_A,South,2025-10-29,2025-10-29,2025-10-30,Delivered,3661.7,265.26,2
SOU-1217,South_A,South,2025-10-09,2025-10-09,2025-10-11,In Transit,2611.81,97.82,2
SOU-1218,South_A,South,2025-10-10,2025-10-14,2025-10-23,Delivered,2614.63,164.52,3
SOU-1219,South_A,South,2025-10-04,2025-10-04,2025-10-05,Delivered,4705.63,190.96,2
SOU-1220,South_A,South,2025-10-04,2025-10-05,2025-10-07,Delivered,1348.27,55.43,3
SOU-1221,South_A,South,2025-10-04,2025-10-08,2025-10-15,Delivered,330.59,7.0,4
SOU-1222,South_A,South,2025-10-05,2025-10-06,2025-10-08,Delivered,151.51,9.96,1
SOU-1223,South_A,South,2025-10-05,2025-10-07,2025-10-09,Returned,3947.43,194.39,4
SOU-1224,South_A,South,2025-10-14,2025-10-16,2025-10-21,Delivered,1465.6,113.63,5
SOU-1225,South_A,South,2025-10-05,2025-10-05,2025-10-05,Delivered,4994.09,116.35,5
SOU-1226,South_A,South,2025-10-03,2025-10-08,2025-10-14,Delivered,413.11,10.1,4
SOU-1227,South_A,South,2025-10-01,2025-10-02,2025-10-05,Delivered,4557.02,92.83,2
SOU-1228,South_A,South,2025-10-14,2025-10-17,2025-10-25,Delivered,4717.62,317.46,3
SOU-1229,South_A,South,2025-10-02,2025-10-07,2025-10-13,Delivered,4977.57,185.42,3
SOU-1230,South_A,South,2025-10-02,2025-10-03,2025-10-05,Delivered,1547.57,39.36,3
SOU-1231,South_A,South,2025-10-05,2025-10-09,2025-10-13,Delivered,1984.13,80.99,4
SOU-1232,South_A,South,2025-10-02,2025-10-03,2025-10-05,Delivered,4003.56,161.26,4
SOU-1233,South_A,South,2025-10-02,2025-10-04,2025-10-06,Delivered,144.53,8.51,4
SOU-1234,South_A,South,2025-10-04,2025-10-07,2025-10-14,Delivered,1296.32,60.94,2
SOU-1235,South_A,South,2025-10-03,2025-10-04,2025-10-05,Delivered,4348.59,150.63,3
SOU-1236,South_A,South,2025-10-16,2025-10-16,2025-10-16,Delivered,4836.45,225.41,4
SOU-1237,South_A,South,2025-10-01,2025-10-01,2025-10-01,Delivered,1228.56,32.42,1
SOU-1238,South_A,South,2025-10-03,2025-10-04,2025-10-05,Delivered,1042.06,40.19,4
SOU-1239,South_A,South,2025-10-04,2025-10-06,2025-10-13,Delivered,3953.03,175.14,1
SOU-1240,South_A,South,2025-10-07,2025-10-07,2025-10-09,Delivered,414.06,23.09,2
SOU-1241,South_A,South,2025-10-02,2025-10-07,2025-10-12,Delivered,2145.22,82.76,3
SOU-1242,South_A,South,2025-10-01,2025-10-01,2025-10-01,Delivered,2769.53,76.27,1
SOU-1243,South_A,South,2025-10-02,2025-10-05,2025-10-11,Delivered,2594.76,73.59,4
SOU-1244,South_A,South,2025-10-11,2025-10-11,2025-10-11,Delivered,3611.37,149.94,4
SOU-1245,South_A,South,2025-10-03,2025-10-05,2025-10-08,Delivered,3257.98,100.91,1
SOU-1246,South_A,South,2025-10-01,2025-10-01,2025-10-01,Delivered,3854.6,147.42,3
SOU-1247,South_A,South,2025-10-02,2025-10-07,2025-10-13,Delivered,4938.11,165.47,5
SOU-1248,South_A,South,2025-10-05,2025-10-05,2025-10-10,Delivered,2212.93,119.85,3
SOU-1249,South_A,South,2025-10-04,2025-10-07,2025-10-10,Delivered,2889.59,167.32,2
