order_id,branch,region,order_date,dispatch_date,delivery_date,delivery_status,order_value,shipping_cost,items_count
WES-1100,West_A,West,2025-10-02,2025-10-05,2025-10-08,Delivered,2134.26,64.35,5
WES-1101,West_A,West,2025-10-08,2025-10-09,2025-10-12,Delivered,952.49,38.34,2
WES-1102,West_A,West,2025-10-03,2025-10-09,2025-10-18,Delivered,4197.83,138.23,2
WES-1103,West_A,West,2025-10-04,2025-10-04,2025-10-06,Delivered,4524.84,104.3,3
WES-1104,West_A,West,2025-10-03,2025-10-07,2025-10-15,Delivered,4194.15,325.87,5
WES-1105,West_A,West,2025-10-05,2025-10-09,2025-10-15,Delivered,4038.91,204.1,1
WES-1106,West_A,West,2025-10-07,2025-10-09,2025-10-11,Delivered,2217.37,172.94,2
WES-1107,West_A,West,2025-10-02,2025-10-02,2025-10-06,Delivered,3540.57,149.78,3
WES-1108,West_A,West,2025-10-07,2025-10-09,2025-10-12,Delivered,2871.46,144.25,4
WES-1109,West_A,West,2025-10-03,2025-10-07,2025-10-13,Delivered,2668.85,160.78,5
WES-1110,West_A,West,2025-10-02,2025-10-04,2025-10-08,Delivered,3273.83,71.23,3
WES-1111,West_A,West,2025-10-04,2025-10-04,2025-10-07,Delivered,1047.36,80.69,3
WES-1112,West_A,West,2025-10-06,2025-10-07,2025-10-11,In Transit,1993.2,71.83,5
WES-1113,West_A,West,2025-10-02,2025-10-02,2025-10-05,Delivered,2357.49,87.64,3
WES-1114,West_A,West,2025-10-06,2025-10-10,2025-10-16,Delivered,458.12,16.68,3
WES-1115,West_A,West,2025-10-06,2025-10-08,2025-10-10,Delivered,2292.75,177.23,2
WES-1116,West_A,West,2025-10-15,2025-10-16,2025-10-19,Delivered,1277.2,61.55,5
WES-1117,West_A,West,2025-10-02,2025-10-05,2025-10-12,Delivered,394.53,29.57,5
WES-1118,West_A,West,2025-10-03,2025-10-06,2025-10-12,In Transit,4460.2,249.91,4
WES-1119,West_A,West,2025-10-06,2025-10-09,2025-10-14,Delivered,2590.94,206.01,5
WES-1120,West_A,West,2025-10-09,2025-10-14,2025-10-19,Delivered,3205.4,91.13,4
WES-1121,West_A,West,2025-10-02,2025-10-02,2025-10-03,Delivered,4299.06,262.47,3
WES-1122,West_A,West,2025-10-08,2025-10-11,2025-10-16,Delivered,2661.28,56.99,5
WES-1123,West_A,West,2025-10-02,2025-10-02,2025-10-05,Delivered,1028.64,28.33,2
WES-1124,West_A,West,2025-10-11,2025-10-14,2025-10-20,Delivered,1420.15,104.02,4
WES-1125,West_A,West,2025-10-01,2025-10-02,2025-10-03,Delivered,4743.07,313.09,2
WES-1126,West_A,West,2025-10-01,2025-10-01,2025-10-04,Delivered,470.11,26.83,4
WES-1127,West_A,West,2025-10-05,2025-10-05,2025-10-07,Delivered,3641.91,79.94,5
WES-1128,West_A,West,2025-10-04,2025-10-05,2025-10-09,Delivered,2803.27,197.53,2
WES-1129,West_A,West,2025-10-03,2025-10-06,2025-10-10,Delivered,3115.6,138.15,4
WES-1130,West_A,West,2025-10-03,2025-10-06,2025-10-09,Returned,1413.43,97.09,2
WES-1131,West_A,West,2025-10-10,2025-10-10,2025-10-10,Returned,3658.89,121.41,3
WES-1132,West_A,West,2025-10-06,2025-10-08,2025-10-13,Delivered,2688.07,74.22,3
WES-1133,West_A,West,2025-10-05,2025-10-05,2025-10-05,In Transit,650.69,23.5,4
WES-1134,West_A,West,2025-10-03,2025-10-08,2025-10-13,Delivered,1564.74,69.86,1
WES-1135,West_A,West,2025-10-03,2025-10-06,2025-10-10,Delivered,811.6,41.76,5
WES-1136,West_A,West,2025-10-02,2025-10-03,2025-10-04,Delivered,515.35,35.28,4
WES-1137,West_A,West,2025-10-05,2025-10-05,2025-10-05,Returned,1112.55,80.6,2
WES-1138,West_A,West,2025-10-09,2025-10-09,2025-10-11,Delivered,3663.1,288.82,3
WES-1139,West_A,West,2025-10-07,2025-10-07,2025-10-13,In Transit,3413.17,254.16,5
WES-1140,West_A,West,2025-10-01,2025-10-02,2025-10-07,Delivered,2817.64,208.78,5
WES-1141,West_A,West,2025-10-02,2025-10-02,2025-10-03,Delivered,3154.72,246.8,1
WES-1142,West_A,West,2025-10-18,2025-10-19,2025-10-20,Delivered,2839.77,142.46,2
WES-1143,West_A,West,2025-10-07,2025-10-07,2025-10-11,Delivered,1543.56,54.83,1
WES-1144,West_A,West,2025-10-07,2025-10-07,2025-10-08,Delivered,4780.36,164.49,5
WES-1145,West_A,West,2025-10-02,2025-10-02,2025-10-04,Delivered,3515.36,188.45,5
WES-1146,West_A,West,2025-10-03,2025-10-05,2025-10-12,Delivered,930.17,54.14,4
WES-1147,West_A,West,2025-10-03,2025-10-05,2025-10-10,Delivered,4571.74,331.12,2
WES-1148,West_A,West,2025-10-06,2025-10-06,2025-10-06,Delivered,1036.2,69.87,3
WES-1149,West_A,West,2025-10-03,2025-10-05,2025-10-10,Delivered,675.76,23.73,5
WES-1150,West_A,West,2025-10-12,2025-10-17,2025-10-22,Returned,1140.16,58.39,2
WES-1151,West_A,West,2025-10-01,2025-10-03,2025-10-05,Returned,1610.93,116.26,2
WES-1152,West_A,West,2025-10-05,2025-10-07,2025-10-10,Delivered,3347.65,185.49,2
WES-1153,West_A,West,2025-10-02,2025-10-04,2025-10-06,Delivered,3919.47,258.8,4
WES-1154,West_A,West,2025-10-02,2025-10-03,2025-10-04,Delivered,2246.75,155.18,1
WES-1155,West_A,West,2025-10-14,2025-10-20,2025-10-26,Delivered,2094.68,127.07,3
WES-1156,West_A,West,2025-10-05,2025-10-05,2025-10-07,Delivered,1389.09,88.16,1
WES-1157,West_A,West,2025-10-10,2025-10-10,2025-10-10,Delivered,2148.05,75.34,2
WES-1158,West_A,West,2025-10-07,2025-10-07,2025-10-10,Delivered,2001.49,135.62,5
WES-1159,West_A,West,2025-10-08,2025-10-12,2025-10-16,Delivered,738.56,30.09,4
WES-1160,West_A,West,2025-10-02,2025-10-04,2025-10-09,Delivered,2820.95,145.72,1
WES-1161,West_A,West,2025-10-02,2025-10-03,2025-10-07,Delivered,179.01,7.58,4
WES-1162,West_A,West,2025-10-06,2025-10-09,2025-10-12,Delivered,2134.78,79.01,2
WES-1163,West_A,West,2025-10-07,2025-10-07,2025-10-11,Delivered,1544.04,83.8,4
WES-1164,West_A,West,2025-10-02,2025-10-06,2025-10-11,Delivered,1409.11,48.86,4
WES-1165,West_A,West,2025-10-12,2025-10-13,2025-10-15,Delivered,4136.35,295.43,1
WES-1166,West_A,West,2025-10-01,2025-10-01,2025-10-04,Delivered,2997.38,219.44,3
WES-1167,West_A,West,2025-10-07,2025-10-09,2025-10-12,Delivered,184.71,9.79,2
WES-1168,West_A,West,2025-10-09,2025-10-09,2025-10-10,Returned,1788.52,53.05,4
WES-1169,West_A,West,2025-10-07,2025-10-07,2025-10-08,Delivered,3970.88,231.73,5
WES-1170,West_A,West,2025-10-07,2025-10-08,2025-10-12,Delivered,4998.78,317.4,2
WES-1171,West_A,West,2025-10-05,2025-10-05,2025-10-06,Delivered,2302.96,161.69,2
WES-1172,West_A,West,2025-11-05,2025-11-05,2025-11-05,Delivered,903.91,33.55,1
WES-1173,West_A,West,2025-10-04,2025-10-07,2025-10-17,Delivered,1395.07,51.94,5
WES-1174,West_A,West,2025-10-11,2025-10-11,2025-10-13,Delivered,1507.56,96.8,5
WES-1175,West_A,West,2025-10-02,2025-10-02,2025-10-04,Delivered,2806.38,156.97,4
WES-1176,West_A,West,2025-10-07,2025-10-09,2025-10-13,Delivered,4146.85,158.45,1
WES-1177,West_A,West,2025-10-01,2025-10-01,2025-10-04,Delivered,4991.16,156.1,1
WES-1178,West_A,West,2025-10-04,2025-10-05,2025-10-06,Delivered,4018.49,258.66,2
WES-1179,West_A,West,2025-10-09,2025-10-09,2025-10-11,Delivered,367.11,22.02,1
WES-1180,West_A,West,2025-10-04,2025-10-06,2025-10-08,Returned,3028.3,207.64,4
WES-1181,West_A,West,2025-10-04,2025-10-07,2025-10-10,Delivered,1146.33,69.43,5
WES-1182,West_A,West,2025-10-02,2025-10-03,2025-10-08,Delivered,4682.28,195.72,3
WES-1183,West_A,West,2025-10-03,2025-10-03,2025-10-05,In Transit,4582.27,137.55,2
WES-1184,West_A,West,2025-10-07,2025-10-07,2025-10-09,Delivered,1618.34,81.65,4
WES-1185,West_A,West,2025-10-02,2025-10-06,2025-10-10,Delivered,4556.97,264.46,2
WES-1186,West_A,West,2025-10-02,2025-10-04,2025-10-08,Delivered,1083.1,68.14,1
WES-1187,West_A,West,2025-10-01,2025-10-04,2025-10-09,Delivered,506.28,28.96,2
WES-1188,West_A,West,2025-10-10,2025-10-10,2025-10-11,Delivered,3866.94,138.96,1
WES-1189,West_A,West,2025-10-01,2025-10-03,2025-10-05,Delivered,123.93,9.44,4
WES-1190,West_A,West,2025-10-03,2025-10-05,2025-10-07,Delivered,4513.72,342.14,2
WES-1191,West_A,West,2025-10-04,2025-10-06,2025-10-12,Delivered,3434.78,245.69,3
WES-1192,West_A,West,2025-10-02,2025-10-04,2025-10-08,Delivered,2138.75,168.26,3
WES-1193,West_A,West,2025-10-14,2025-10-14,2025-10-19,Delivered,3394.4,176.07,4
WES-1194,West_A,West,2025-10-11,2025-10-13,2025-10-16,Delivered,2792.2,165.77,4
WES-1195,West_A,West,2025-10-06,2025-10-09,2025-10-16,Delivered,558.25,25.47,3
WES-1196,West_A,West,2025-10-01,2025-10-01,2025-10-02,Delivered,1975.37,129.25,5
WES-1197,West_A,West,2025-10-09,2025-10-11,2025-10-16,Delivered,2874.98,189.17,5
WES-1198,West_A,West,2025-10-07,2025-10-09,2025-10-12,Delivered,2393.9,175.36,3
WES-1199,West_A,West,2025-10-06,2025-10-08,2025-10-12,Delivered,2058.63,158.97,2
WES-1200,West_A,West,2025-10-02,2025-10-06,2025-10-10,Delivered,1074.76,60.3,1
WES-1201,West_A,West,2025-10-04,2025-10-09,2025-10-15,Delivered,3879.09,86.62,2
WES-1202,West_A,West,2025-10-04,2025-10-04,2025-10-08,Delivered,2415.62,175.48,5
WES-1203,West_A,West,2025-10-04,2025-10-05,2025-10-07,Returned,2940.71,176.51,3
WES-1204,West_A,West,2025-10-07,2025-10-07,2025-10-10,Delivered,2020.79,85.12,3
WES-1205,West_A,West,2025-10-03,2025-10-06,2025-10-09,Delivered,1282.1,41.66,3
WES-1206,West_A,West,2025-10-01,2025-10-03,2025-10-05,Delivered,203.18,4.51,5
WES-1207,West_A,West,2025-10-01,2025-10-05,2025-10-09,Delivered,4102.29,318.24,1
WES-1208,West_A,West,2025-10-07,2025-10-07,2025-10-08,Delivered,3122.74,63.0,3
WES-1209,West_A,West,2025-10-06,2025-10-09,2025-10-12,Delivered,2284.08,160.27,2
WES-1210,West_A,West,2025-10-29,2025-11-01,2025-11-04,Delivered,188.14,14.29,1
WES-1211,West_A,West,2025-10-06,2025-10-09,2025-10-15,Delivered,2293.09,159.98,1
WES-1212,West_A,West,2025-10-14,2025-10-14,2025-10-14,Delivered,4033.02,140.42,1
WES-1213,West_A,West,2025-10-03,2025-10-04,2025-10-06,Delivered,2239.25,129.94,3
WES-1214,West_A,West,2025-10-03,2025-10-05,2025-10-08,Delivered,165.71,3.51,5
WES-1215,West_A,West,2025-10-04,2025-10-06,2025-10-08,Delivered,2827.88,181.83,4
WES-1216,West_A,West,2025-10-03,2025-10-09,2025-10-16,Delivered,3304.57,188.74,2
WES-1217,West_A,West,2025-10-01,2025-10-01,2025-10-03,Delivered,3003.17,210.63,2
WES-1218,West_A,West,2025-10-06,2025-10-07,2025-10-08,Delivered,2687.43,210.07,4
WES-1219,West_A,West,2025-10-07,2025-10-08,2025-10-12,Delivered,2633.88,196.18,4
WES-1220,West_A,West,2025-10-02,2025-10-04,2025-10-07,Delivered,3942.97,217.0,2
WES-1221,West_A,West,2025-10-04,2025-10-05,2025-10-07,Delivered,4731.1,174.86,2
WES-1222,West_A,West,2025-10-05,2025-10-10,2025-10-17,Delivered,4597.02,146.4,1
WES-1223,West_A,West,2025-10-01,2025-10-01,2025-10-04,Returned,3627.8,236.64,5
WES-1224,West_A,West,2025-10-01,2025-10-05,2025-10-09,Delivered,1474.59,102.08,3
WES-1225,West_A,West,2025-10-04,2025-10-04,2025-10-05,Delivered,3676.46,164.18,4
WES-1226,West_A,West,2025-10-04,2025-10-10,2025-10-16,Delivered,746.97,48.83,2
WES-1227,West_A,West,2025-10-02,2025-10-06,2025-10-11,Delivered,3773.66,97.39,2
WES-1228,West_A,West,2025-10-17,2025-10-17,2025-10-23,Delivered,1691.06,133.4,5
WES-1229,West_A,West,2025-10-08,2025-10-08,2025-10-11,Returned,3003.58,128.54,1
WES-1230,West_A,West,2025-10-02,2025-10-05,2025-10-11,Delivered,4444.42,159.03,5
WES-1231,West_A,West,2025-10-08,2025-10-08,2025-10-09,Delivered,651.79,49.56,5
WES-1232,West_A,West,2025-10-02,2025-10-02,2025-10-02,Delivered,2335.95,70.65,5
WES-1233,West_A,West,2025-10-04,2025-10-06,2025-10-08,Delivered,3602.04,274.7,3
WES-1234,West_A,West,2025-10-04,2025-10-05,2025-10-08,Delivered,4843.05,171.01,5
WES-1235,West_A,West,2025-10-10,2025-10-11,2025-10-13,Delivered,325.74,17.14,4
WES-1236,West_A,West,2025-10-04,2025-10-07,2025-10-12,Delivered,2226.84,154.02,4
WES-1237,West_A,West,2025-10-04,2025-10-07,2025-10-12,Delivered,4080.83,290.57,1
WES-1238,West_A,West,2025-10-09,2025-10-11,2025-10-16,Delivered,1344.75,106.14,2
WES-1239,West_A,West,2025-10-07,2025-10-07,2025-10-08,Delivered,3382.77,67.74,5
WES-1240,West_A,West,2025-10-02,2025-10-03,2025-10-04,Delivered,1671.49,130.1,2
WES-1241,West_A,West,2025-10-01,2025-10-01,2025-10-06,Delivered,4963.73,295.55,1
WES-1242,West_A,West,2025-10-01,2025-10-03,2025-10-05,Delivered,2569.94,135.42,1
WES-1243,West_A,West,2025-10-15,2025-10-17,2025-10-22,Delivered,620.04,30.73,2
WES-1244,West_A,West,2025-10-20,2025-10-21,2025-10-22,Delivered,3232.99,89.69,4
WES-1245,West_A,West,2025-10-02,2025-10-06,2025-10-10,Delivered,1357.73,85.31,2
WES-1246,West_A,West,2025-10-08,2025-10-08,2025-10-10,Delivered,425.39,33.76,2
WES-1247,West_A,West,2025-10-03,2025-10-03,2025-10-10,Delivered,433.25,13.7,2
WES-1248,West_A,West,2025-10-06,2025-10-07,2025-10-09,Delivered,2813.02,88.06,3
WES-1249,West_A,West,2025-10-04,2025-10-04,2025-10-04,Delivered,1415.65,83.88,3
