order_id,branch,region,order_date,dispatch_date,delivery_date,delivery_status,order_value,shipping_cost,items_count
NOR-1122,North_A,North,2025-10-03,2025-10-07,2025-10-11,Delivered,4319.23,143.27,2
NOR-1123,North_A,North,2025-10-08,2025-10-11,2025-10-15,Delivered,2183.55,46.61,1
NOR-1124,North_A,North,2025-10-04,2025-10-04,2025-10-07,Delivered,4191.16,331.37,2
NOR-1125,North_A,North,2025-10-12,2025-10-16,2025-10-24,Delivered,2695.34,185.72,1
NOR-1126,North_A,North,2025-10-02,2025-10-08,2025-10-17,Delivered,1111.46,22.96,5
NOR-1127,North_A,North,2025-10-02,2025-10-05,2025-10-08,Delivered,3202.18,159.01,2
NOR-1128,North_A,North,2025-10-13,2025-10-13,2025-10-13,Delivered,330.13,9.9,3
NOR-1129,North_A,North,2025-10-02,2025-10-04,2025-10-07,Delivered,4201.69,194.25,4
NOR-1130,North_A,North,2025-10-07,2025-10-10,2025-10-13,Delivered,3351.99,255.45,5
NOR-1131,North_A,North,2025-10-04,2025-10-06,2025-10-08,Delivered,4223.5,298.96,3
NOR-1132,North_A,North,2025-10-05,2025-10-09,2025-10-13,Delivered,468.18,29.82,1
NOR-1133,North_A,North,2025-10-07,2025-10-07,2025-10-13,Delivered,481.05,9.69,3
NOR-1134,North_A,North,2025-10-02,2025-10-02,2025-10-06,Delivered,4594.84,129.62,2
NOR-1135,North_A,North,2025-10-06,2025-10-06,2025-10-08,In Transit,3816.12,222.62,1
NOR-1136,North_A,North,2025-10-06,2025-10-09,2025-10-14,Delivered,2498.18,83.12,2
NOR-1137,North_A,North,2025-10-01,2025-10-02,2025-10-05,Delivered,4996.83,266.57,2
NOR-1138,North_A,North,2025-10-02,2025-10-04,2025-10-06,Delivered,664.88,30.12,5
NOR-1139,North_A,North,2025-10-04,2025-10-06,2025-10-10,Delivered,4161.69,92.47,3
NOR-1140,North_A,North,2025-10-05,2025-10-09,2025-10-14,Delivered,2261.06,100.1,1
NOR-1141,North_A,North,2025-10-04,2025-10-08,2025-10-15,Delivered,2191.4,159.1,2
NOR-1142,North_A,North,2025-10-01,2025-10-03,2025-10-09,Returned,4014.04,320.63,4
NOR-1143,North_A,North,2025-10-01,2025-10-08,2025-10-15,Delivered,2051.61,52.32,4
NOR-1144,North_A,North,2025-10-07,2025-10-08,2025-10-10,Delivered,1507.47,56.95,5
NOR-1145,North_A,North,2025-10-01,2025-10-01,2025-10-01,Delivered,1169.44,90.04,5
NOR-1146,North_A,North,2025-10-02,2025-10-04,2025-10-08,Delivered,3043.91,225.93,2
NOR-1147,North_A,North,2025-10-01,2025-10-03,2025-10-07,Delivered,2612.17,88.4,2
NOR-1148,North_A,North,2025-10-03,2025-10-05,2025-10-10,Delivered,1159.99,59.27,4
NOR-1149,North_A,North,2025-10-27,2025-10-28,2025-10-29,Delivered,3510.5,102.63,3
NOR-1150,North_A,North,2025-10-02,2025-10-04,2025-10-06,Delivered,2942.42,75.0,1
NOR-1151,North_A,North,2025-10-03,2025-10-04,2025-10-05,Delivered,4275.75,94.6,1
NOR-1152,North_A,North,2025-10-05,2025-10-06,2025-10-07,Delivered,1372.79,87.04,2
NOR-1153,North_A,North,2025-10-04,2025-10-07,2025-10-12,Delivered,3344.35,176.0,5
NOR-1154,North_A,North,2025-10-02,2025-10-04,2025-10-08,Delivered,4267.85,307.45,1
NOR-1155,North_A,North,2025-10-03,2025-10-05,2025-10-07,Delivered,4420.02,343.34,1
NOR-1156,North_A,North,2025-10-01,2025-10-02,2025-10-05,Delivered,3743.19,110.97,4
NOR-1157,North_A,North,2025-10-05,2025-10-05,2025-10-08,Delivered,512.08,20.27,1
NOR-1158,North_A,North,2025-10-05,2025-10-08,2025-10-11,Delivered,3921.24,103.59,2
NOR-1159,North_A,North,2025-10-03,2025-10-04,2025-10-09,Delivered,3793.12,255.38,4
NOR-1160,North_A,North,2025-10-06,2025-10-07,2025-10-09,Delivered,430.02,23.62,1
NOR-1161,North_A,North,2025-10-01,2025-10-07,2025-10-13,Delivered,1979.7,47.39,1
NOR-1162,North_A,North,2025-10-02,2025-10-07,2025-10-13,Delivered,2284.92,83.21,5
NOR-1163,North_A,North,2025-10-15,2025-10-19,2025-10-25,Delivered,4215.74,279.8,4
NOR-1164,North_A,North,2025-10-06,2025-10-07,2025-10-08,Returned,2156.66,125.76,3
NOR-1165,North_A,North,2025-10-02,2025-10-03,2025-10-06,Delivered,1226.78,40.22,1
NOR-1166,North_A,North,2025-10-06,2025-10-09,2025-10-13,Delivered,4844.15,150.81,1
NOR-1167,North_A,North,2025-10-01,2025-10-02,2025-10-03,Delivered,187.52,12.72,4
NOR-1168,North_A,North,2025-10-01,2025-10-03,2025-10-08,Delivered,2459.46,66.5,1
NOR-1169,North_A,North,2025-10-05,2025-10-07,2025-10-09,Delivered,888.04,52.48,5
NOR-1170,North_A,North,2025-10-02,2025-10-02,2025-10-05,Delivered,156.94,3.82,2
NOR-1171,North_A,North,2025-10-04,2025-10-04,2025-10-07,Delivered,4314.6,288.18,3
NOR-1172,North_A,North,2025-10-04,2025-10-05,2025-10-07,In Transit,798.23,39.86,4
NOR-1173,North_A,North,2025-10-07,2025-10-08,2025-10-11,Delivered,2636.79,66.64,5
NOR-1174,North_A,North,2025-10-01,2025-10-02,2025-10-07,Delivered,4889.59,156.72,2
NOR-1175,North_A,North,2025-10-09,2025-10-10,2025-10-12,Delivered,3218.51,200.8,1
NOR-1176,North_A,North,2025-10-14,2025-10-16,2025-10-18,Delivered,4367.75,274.49,4
NOR-1177,North_A,North,2025-10-03,2025-10-05,2025-10-10,Delivered,2316.36,135.77,1
NOR-1178,North_A,North,2025-10-01,2025-10-06,2025-10-12,Delivered,3286.44,160.24,3
NOR-1179,North_A,North,2025-10-02,2025-10-05,2025-10-08,Delivered,2541.16,135.5,2
NOR-1180,North_A,North,2025-10-06,2025-10-09,2025-10-12,Delivered,499.48,22.07,5
NOR-1181,North_A,North,2025-10-01,2025-10-05,2025-10-10,Delivered,3739.26,170.25,4
NOR-1182,North_A,North,2025-10-07,2025-10-09,2025-10-16,Delivered,2618.58,144.76,2
NOR-1183,North_A,North,2025-10-07,2025-10-11,2025-10-16,Returned,2166.43,79.31,3
NOR-1184,North_A,North,2025-10-02,2025-10-02,2025-10-02,Delivered,4196.39,143.3,2
NOR-1185,North_A,North,2025-10-07,2025-10-09,2025-10-12,Delivered,1311.43,94.74,1
NOR-1186,North_A,North,2025-10-06,2025-10-08,2025-10-10,Delivered,2055.33,146.91,5
NOR-1187,North_A,North,2025-10-02,2025-10-03,2025-10-06,In Transit,2323.57,79.38,3
NOR-1188,North_A,North,2025-10-03,2025-10-03,2025-10-03,Delivered,814.21,38.24,3
NOR-1189,North_A,North,2025-10-15,2025-10-15,2025-10-15,Delivered,3067.14,126.99,4
NOR-1190,North_A,North,2025-10-04,2025-10-06,2025-10-10,Delivered,4354.53,140.87,5
NOR-1191,North_A,North,2025-10-01,2025-10-01,2025-10-04,Delivered,533.92,13.99,3
NOR-1192,North_A,North,2025-10-01,2025-10-03,2025-10-07,Delivered,2328.23,118.59,2
NOR-1193,North_A,North,2025-10-03,2025-10-03,2025-10-05,Delivered,803.36,61.37,4
NOR-1194,North_A,North,2025-10-06,2025-10-06,2025-10-11,Delivered,968.03,59.59,2
NOR-1195,North_A,North,2025-10-03,2025-10-05,2025-10-09,Delivered,654.24,44.31,4
NOR-1196,North_A,North,2025-10-06,2025-10-09,2025-10-12,Delivered,3291.04,86.87,4
NOR-1197,North_A,North,2025-10-01,2025-10-01,2025-10-04,Delivered,4967.35,323.6,5
NOR-1198,North_A,North,2025-10-05,2025-10-08,2025-10-13,Delivered,1702.46,102.24,2
NOR-1199,North_A,North,2025-10-08,2025-10-09,2025-10-14,Delivered,689.02,36.29,1
NOR-1200,North_A,North,2025-10-02,2025-10-06,2025-10-15,Delivered,1964.06,103.92,1
NOR-1201,North_A,North,2025-10-02,2025-10-02,2025-10-02,Delivered,3056.9,183.7,2
NOR-1202,North_A,North,2025-10-08,2025-10-16,2025-10-26,In Transit,4251.12,318.21,5
NOR-1203,North_A,North,2025-10-03,2025-10-03,2025-10-03,Delivered,2714.65,153.31,2
NOR-1204,North_A,North,2025-10-07,2025-10-11,2025-10-17,Delivered,4493.9,109.1,1
NOR-1205,North_A,North,2025-10-06,2025-10-06,2025-10-07,Delivered,1053.34,31.58,4
NOR-1206,North_A,North,2025-10-02,2025-10-02,2025-10-02,Delivered,2741.89,106.05,4
NOR-1207,North_A,North,2025-10-07,2025-10-09,2025-10-12,Delivered,2660.16,72.87,4
NOR-1208,North_A,North,2025-10-02,2025-10-07,2025-10-14,Delivered,2879.83,101.93,4
NOR-1209,North_A,North,2025-10-03,2025-10-05,2025-10-07,Delivered,112.66,6.57,5
NOR-1210,North_A,North,2025-10-11,2025-10-11,2025-10-11,Delivered,2114.04,148.81,1
NOR-1211,North_A,North,2025-10-02,2025-10-02,2025-10-05,Delivered,2176.32,130.69,2
NOR-1212,North_A,North,2025-10-08,2025-10-09,2025-10-10,Delivered,1252.65,90.39,1
NOR-1213,North_A,North,2025-10-02,2025-10-06,2025-10-15,Delivered,1236.54,53.73,5
NOR-1214,North_A,North,2025-10-01,2025-10-02,2025-10-03,Delivered,3411.62,158.86,5
NOR-1215,North_A,North,2025-10-07,2025-10-10,2025-10-18,Delivered,489.15,12.3,1
NOR-1216,North_A,North,2025-10-05,2025-10-05,2025-10-05,Delivered,3124.06,145.41,4
NOR-1217,North_A,North,2025-10-01,2025-10-01,2025-10-04,Delivered,4412.39,260.56,4
NOR-1218,North_A,North,2025-10-02,2025-10-06,2025-10-10,In Transit,3343.01,178.74,2
NOR-1219,North_A,North,2025-10-03,2025-10-06,2025-10-09,Delivered,4812.16,279.57,1
NOR-1220,North_A,North,2025-10-01,2025-10-01,2025-10-01,Delivered,106.06,4.04,4
NOR-1221,North_A,North,2025-10-04,2025-10-04,2025-10-05,In Transit,198.13,12.73,4
NOR-1222,North_A,North,2025-10-02,2025-10-02,2025-10-04,Delivered,3960.72,284.7,5
NOR-1223,North_A,North,2025-10-09,2025-10-12,2025-10-18,Delivered,1585.33,56.73,2
NOR-1224,North_A,North,2025-10-03,2025-10-03,2025-10-03,Delivered,4143.9,152.42,2
NOR-1225,North_A,North,2025-10-05,2025-10-08,2025-10-13,Delivered,4961.57,352.7,2
NOR-1226,North_A,North,2025-10-04,2025-10-07,2025-10-10,Delivered,3404.09,176.84,3
NOR-1227,North_A,North,2025-10-08,2025-10-08,2025-10-09,Delivered,950.27,58.63,2
NOR-1228,North_A,North,2025-10-16,2025-10-19,2025-10-24,Delivered,2448.84,95.07,1
NOR-1229,North_A,North,2025-10-05,2025-10-05,2025-10-08,Delivered,2053.45,59.1,5
NOR-1230,North_A,North,2025-10-01,2025-10-04,2025-10-07,Delivered,491.83,32.76,4
NOR-1231,North_A,North,2025-10-02,2025-10-02,2025-10-04,Delivered,3240.05,106.8,2
NOR-1232,North_A,North,2025-10-06,2025-10-07,2025-10-12,Delivered,4974.84,116.74,1
NOR-1233,North_A,North,2025-10-03,2025-10-03,2025-10-06,Delivered,3488.93,199.16,4
NOR-1234,North_A,North,2025-10-29,2025-10-31,2025-11-06,Delivered,3157.09,162.98,2
NOR-1235,North_A,North,2025-10-01,2025-10-02,2025-10-06,Delivered,1902.02,85.3,5
NOR-1236,North_A,North,2025-10-03,2025-10-04,2025-10-05,Delivered,2952.53,179.69,5
NOR-1237,North_A,North,2025-10-02,2025-10-03,2025-10-07,Delivered,2785.0,131.63,4
NOR-1238,North_A,North,2025-10-02,2025-10-03,2025-10-07,Delivered,4072.36,231.49,5
NOR-1239,North_A,North,2025-10-04,2025-10-06,2025-10-10,In Transit,3955.83,153.98,1
NOR-1240,North_A,North,2025-10-09,2025-10-10,2025-10-12,Returned,1339.99,89.61,4
NOR-1241,North_A,North,2025-10-06,2025-10-09,2025-10-14,Delivered,3108.27,74.6,5
NOR-1242,North_A,North,2025-10-01,2025-10-03,2025-10-10,Delivered,304.2,7.63,3
NOR-1243,North_A,North,2025-10-06,2025-10-07,2025-10-10,Delivered,2592.04,112.12,4
NOR-1244,North_A,North,2025-10-03,2025-10-06,2025-10-13,Delivered,953.14,24.69,2
NOR-1245,North_A,North,2025-10-01,2025-10-04,2025-10-07,Delivered,1971.5,63.76,1
NOR-1246,North_A,North,2025-10-02,2025-10-03,2025-10-05,In Transit,2443.45,180.2,2
NOR-1247,North_A,North,2025-10-09,2025-10-13,2025-10-22,Delivered,4077.67,242.17,3
NOR-1248,North_A,North,2025-10-01,2025-10-03,2025-10-05,Delivered,1942.37,102.96,2
NOR-1249,North_A,North,2025-10-05,2025-10-06,2025-10-08,Delivered,3264.47,121.29,1
